827,754,544,84,168,77
444,515,79,609,143,880
83,27,463,114,958,519
739,381,972,121,675,122
934,550,476,708,961,181
110,352,931,141,255,626
336,863,743,626,807,932
329,271,533,318,739,26
53,727,704,410,442,966
469,428,14,74,676,803
732,348,852,388,167,806
345,846,981,520,803,772
741,589,108,334,391,994
840,98,124,48,217,613
334,543,625,914,131,681
319,593,313,852,404,559
544,189,518,228,459,797
332,582,147,592,460,217
343,173,794,610,601,121
420,697,171,785,292,571
93,600,23,681,999,438
880,960,328,918,572,254
622,910,899,932,483,467
818,623,177,414,973,718
277,627,425,755,812,232
318,733,30,482,286,452
971,657,460,482,507,696
900,214,127,612,917,701
25,42,478,10,162,224
445,291,6,240,337,566
980,66,292,105,277,887
194,924,664,785,109,779
568,504,575,357,803,841
85,562,56,460,926,461
458,867,265,165,420,759
481,526,219,174,565,783
117,326,954,779,898,405
845,304,614,98,615,839
542,811,996,594,55,174
627,117,145,462,634,444
693,852,265,682,594,207
114,664,783,690,419,2
113,540,946,671,233,128
603,561,937,505,766,98
968,594,732,724,772,95
341,400,711,628,178,602
691,628,169,254,794,765
258,545,596,204,399,122
285,155,27,894,193,632
462,156,326,814,712,387
171,709,243,818,509,782
929,563,455,142,575,689
691,628,169,254,794,765
507,292,223,941,205,396
583,521,855,616,986,963
114,753,715,429,276,502
425,147,690,377,350,73
699,922,365,512,219,62
220,920,408,833,614,519
716,116,142,975,813,939
700,550,779,614,990,751
182,626,666,143,69,266
114,344,8,18,787,656
810,249,796,276,4,227
339,266,423,815,385,734
943,836,996,490,986,287
347,741,567,786,836,98
52,323,340,83,264,445
64,640,927,308,565,8
686,416,980,2,297,560
47,213,230,405,8,38
379,561,17,944,581,442
102,395,978,908,692,8
997,494,166,730,327,493
570,889,869,333,812,854
623,837,165,87,126,750
242,21,727,611,784,38
241,563,857,648,111,986
458,841,137,271,148,369
215,983,528,883,523,317
341,400,711,628,178,602
5,532,784,449,789,226
878,414,355,521,236,771
811,401,213,214,314,676
37,162,612,660,517,291
954,745,713,412,313,599
846,527,594,742,51,617
603,981,19,471,180,619
323,501,677,33,921,413
918,923,444,769,515,511
196,86,46,742,208,540
595,928,806,47,339,330
242,732,677,265,42,542
114,837,368,759,3,376
943,836,996,490,986,287
237,622,872,778,172,559
899,321,163,917,295,934
469,428,14,74,676,803
264,63,869,661,905,711
121,239,731,540,594,258
938,134,218,40,158,863
93,846,263,792,288,396
333,452,709,432,90,441
233,266,280,962,748,168
51,907,85,837,914,765
385,154,173,140,545,957
793,755,893,829,120,351
518,442,888,670,169,225
681,703,747,490,721,945
233,636,735,83,424,626
41,72,135,154,292,595
551,456,265,233,427,94
549,826,465,836,742,324
362,847,990,71,475,130
805,810,820,395,996,265
769,909,938,171,63,242
594,811,77,286,285,4
397,145,394,80,701,987
793,950,450,762,148,904
966,758,719,963,786,438
926,141,699,973,145,764
472,254,221,615,341,14
508,546,304,61,130,440
6,270,856,826,396,455
947,707,718,41,295,71
393,624,579,128,681,979
42,306,626,285,895,337
558,620,205,538,615,730
768,598,722,609,846,802
619,866,796,496,636,588
193,264,849,488,259,22
291,782,852,992,25,919
126,252,434,698,78,114
903,549,749,316,455,23
158,176,116,552,22,72
493,211,21,685,480,438
146,384,112,814,959,428
785,830,8,599,180,237
7,77,767,849,263,3
788,846,225,441,9,800
44,493,43,702,440,462
90,957,297,601,944,513
765,704,333,138,333,398
720,450,560,672,213,612
603,75,736,579,247,23
171,973,733,544,172,345
973,975,942,400,834,60
940,552,337,994,161,981
229,34,314,166,732,890
1,256,19,73,491,595
117,293,951,993,990,48
579,10,991,689,988,76
356,742,0,42,796,830
522,805,153,71,709,714
660,966,568,326,252,704
422,253,692,371,142,401
660,525,222,357,446,463
634,621,590,265,285,964
519,702,502,882,122,250
315,755,464,344,234,416
607,108,787,818,47,988
549,536,33,614,327,561
885,961,59,936,961,30
512,784,469,52,746,538
480,345,622,373,369,819
931,746,250,41,914,730
259,826,912,803,840,710
673,474,404,49,549,139
691,460,189,381,543,738
346,914,527,834,856,88
167,195,201,974,963,487
611,412,729,339,567,384
857,74,20,812,511,887
295,380,443,151,540,746
804,415,614,701,807,576
239,146,493,685,572,978
332,577,750,349,181,237
885,968,887,411,269,140
874,148,341,734,696,279
253,739,430,479,914,45
498,848,750,600,764,471
361,157,612,17,556,624
579,854,697,101,932,523
954,660,388,750,140,3
722,856,534,458,781,77
724,331,333,678,317,604
433,496,757,22,287,491
55,224,774,800,24,827
87,179,512,916,435,799
396,196,465,884,305,59
728,291,95,456,715,83
943,897,343,268,712,901
442,822,67,107,207,338
221,997,309,360,401,897
799,584,205,313,945,622
386,140,297,642,504,546
51,939,262,71,814,762
587,150,165,288,882,833
585,742,715,756,935,970
671,61,59,77,595,415
671,705,87,615,460,396
16,396,449,144,692,267
711,628,886,525,597,838
427,625,976,614,397,836
555,161,978,24,407,218
817,138,384,855,236,130
688,453,647,257,45,501
308,976,649,807,75,614
900,494,88,850,393,466
553,538,592,504,206,758
568,848,461,173,790,949
291,514,953,161,672,646
119,502,870,791,729,243
986,498,290,949,251,720
537,469,649,960,934,915
249,445,213,530,220,189
953,920,276,552,579,836
856,163,791,85,733,982
763,2,236,862,45,856
726,329,204,783,651,465
351,819,557,281,71,308
944,26,829,61,983,905
708,407,491,496,240,540
98,320,219,853,705,371
60,182,731,650,798,44
200,528,513,286,471,955
975,692,651,552,544,452
167,357,64,987,596,185
277,104,539,475,20,431
74,764,935,285,114,736
285,971,361,485,774,694
962,394,605,734,56,454
988,841,302,978,826,375
256,728,742,955,762,47
293,182,869,832,7,186
789,234,521,827,773,544
797,936,508,309,790,767
375,611,704,461,140,917
496,96,160,83,108,146
403,722,161,452,647,184
660,45,349,664,315,961
862,139,815,45,694,190
540,174,35,288,530,706
762,868,84,951,398,777
239,976,313,259,905,22
982,322,848,531,178,81
126,343,831,876,793,676
337,93,520,878,859,13
822,32,207,36,381,897
48,590,590,627,345,134
500,296,187,740,177,26
207,45,704,241,406,56
28,720,534,563,963,883
249,315,599,490,468,354
294,771,684,974,162,249
303,768,557,505,476,236
186,253,339,440,360,6
21,51,636,102,616,414
211,791,307,344,97,655
240,483,928,867,683,711
285,306,599,262,751,153
394,729,862,149,564,551
362,115,882,868,684,239
771,760,276,13,189,336
867,309,330,598,7,348
190,997,780,482,482,109
265,185,368,875,799,758
29,26,872,744,159,318
708,464,399,863,836,735
964,624,852,463,723,557
758,873,499,760,234,181
213,530,942,820,285,487
594,811,77,286,285,4
950,48,994,988,769,398
827,118,512,867,894,408
915,263,905,465,613,209
300,767,700,811,468,229
530,210,744,11,230,133
96,227,426,510,167,278
534,723,50,337,649,342
68,984,280,802,503,443
785,128,259,611,644,192
664,546,447,118,47,80
492,718,814,143,293,939
333,282,184,485,238,83
90,641,584,405,967,567
712,209,720,223,946,891
71,441,446,603,483,992
375,738,474,867,463,490
855,667,919,926,923,338
945,449,995,60,943,721
61,960,120,884,783,390
128,574,335,971,651,170
491,992,447,292,545,466
537,647,271,766,969,489
511,699,350,215,405,770
421,446,587,734,996,155
336,944,822,848,519,396
512,71,343,799,32,428
481,417,976,425,78,713
873,480,526,767,512,392
553,455,800,300,886,313
98,202,711,118,520,348
834,320,173,943,429,189
482,295,484,139,393,322
641,922,563,970,286,56
926,351,606,968,21,98
250,175,626,635,269,750
769,729,806,128,946,888
756,22,777,797,532,261
533,608,18,328,880,240
377,190,719,442,238,929
605,995,566,20,153,553
772,594,945,325,660,748
624,903,952,460,196,811
660,867,931,778,361,993
927,704,558,351,360,82
226,326,939,451,236,445
62,198,675,151,305,451
818,267,988,829,358,651
323,33,399,344,895,37
66,16,581,750,142,57
789,808,178,256,243,499
324,678,25,576,247,973
495,243,476,765,444,352
492,718,814,143,293,939
135,592,236,460,540,188
607,382,879,889,819,881
914,611,654,436,496,614
300,414,993,977,701,94
348,222,510,12,760,697
320,987,497,173,694,401
827,118,512,867,894,408
549,611,671,767,392,650
376,616,547,429,481,670
187,962,631,102,828,526
764,470,476,739,30,556
669,899,770,593,261,112
875,126,100,963,330,740
960,260,57,233,524,452
626,390,519,637,227,407
362,19,311,315,938,120
141,845,258,895,814,226
9,717,961,662,815,184
115,207,708,812,554,119
812,714,286,134,451,665
981,441,293,36,895,13
414,549,280,379,923,72
49,304,23,950,975,419
955,334,460,396,660,233
167,92,569,953,402,643
1,854,500,170,467,719
398,430,868,166,725,855
512,190,427,580,416,900
403,77,788,346,781,847
868,948,550,238,511,855
36,54,17,477,607,90
866,760,834,561,627,975
852,459,455,715,550,837
335,451,20,782,109,606
978,628,146,834,353,553
252,492,95,862,133,258
675,195,147,919,122,296
0,563,817,128,209,578
3,310,432,316,613,746
699,824,624,487,35,323
84,3,661,750,276,544
550,742,958,460,267,985
921,161,830,209,467,748
347,563,514,242,570,466
437,588,439,414,545,960
160,248,298,851,368,592
850,666,915,172,79,71
127,106,143,655,496,770
523,205,958,735,846,761
398,937,513,582,997,226
964,728,142,353,201,942
408,809,605,177,628,194
923,38,863,798,115,295
490,734,947,598,485,159
878,107,568,491,229,453
913,34,476,328,490,111
397,89,595,850,68,833
934,550,476,708,961,181
671,441,232,465,505,726
950,48,994,988,769,398
195,236,20,662,108,285
203,995,851,912,715,959
867,309,330,598,7,348
227,418,284,797,304,675
354,600,270,834,73,422
226,610,806,749,558,926
968,269,441,563,230,999
928,33,1,223,423,493
593,390,788,892,933,674
156,187,448,532,384,741
951,42,332,449,949,472
593,744,86,568,302,972
83,779,211,592,12,88
364,527,696,742,870,910
480,803,325,604,186,880
370,507,447,427,635,463
669,741,819,904,619,979
598,169,872,537,303,894
643,378,542,220,503,358
906,993,250,318,920,62
472,768,717,284,390,406
999,214,307,538,357,416
570,165,921,564,318,373
377,190,719,442,238,929
31,931,654,124,353,271
704,869,191,513,382,91
855,204,784,366,534,781
852,184,94,344,142,66
152,784,738,12,722,246
379,460,195,250,420,773
552,831,203,49,411,969
111,113,670,123,893,667
761,956,462,237,500,939
823,717,916,533,321,233
846,411,428,571,629,353
503,291,444,603,357,151
941,342,312,135,83,996
966,163,570,118,977,100
217,903,119,147,800,219
171,587,946,834,822,800
344,622,633,970,34,667
861,903,993,852,619,236
430,699,466,942,3,491
308,439,377,686,878,336
977,683,973,890,374,817
581,431,418,72,933,941
41,264,795,722,440,74
689,210,501,423,229,597
272,769,933,606,317,867
149,159,503,888,973,558
689,275,332,848,357,432
198,640,849,961,427,267
282,778,720,209,726,943
937,999,320,797,180,406
921,98,652,517,12,232
86,681,888,166,163,84
492,661,342,48,47,871
902,313,832,418,162,119
662,910,147,605,551,545
731,444,660,499,727,993
431,559,305,156,450,970
328,874,360,69,236,417
430,732,198,125,679,161
854,724,964,230,72,480
228,948,22,779,515,245
998,145,556,811,738,967
411,711,84,950,295,51
457,958,514,765,92,8
614,335,608,813,171,192
714,317,483,784,332,236
520,128,494,862,959,399
938,366,296,724,776,395
26,554,250,176,877,904
728,662,144,689,596,95
553,538,592,504,206,758
530,210,744,11,230,133
809,923,548,325,94,969
209,939,276,568,588,479
299,822,840,813,386,105
633,32,50,291,715,372
671,545,758,946,184,530
998,146,967,244,469,770
724,729,673,951,995,820
323,24,947,208,392,548
83,989,861,410,558,838
452,708,969,844,654,390
971,874,542,904,349,616
39,406,446,42,871,813
465,754,762,337,18,563
344,622,633,970,34,667
19,352,747,351,964,233
503,938,115,641,751,736
797,900,458,876,554,933
455,370,243,153,598,942
168,718,650,312,176,491
265,866,693,231,880,72
465,307,28,205,78,691
910,848,214,698,148,908
810,132,231,766,266,429
507,832,162,70,520,625
10,744,984,341,622,203
387,508,788,112,109,797
188,670,389,718,304,561
536,152,430,55,974,444
86,272,752,644,100,134
619,11,35,141,835,332
448,21,478,571,862,810
754,24,867,244,655,179
728,590,452,207,34,524
681,703,747,490,721,945
120,869,920,886,149,959
585,335,489,5,488,557
498,879,837,389,967,878
271,134,559,249,864,153
542,690,379,865,520,653
0,413,725,164,319,622
900,839,906,798,340,395
118,594,370,785,79,126
699,720,911,462,368,382
227,918,186,123,341,340
417,474,217,257,416,780
384,546,600,794,715,306
983,445,297,595,42,112
791,959,240,662,511,617
1,789,999,278,837,779
477,601,337,786,918,261
609,888,791,925,179,635
125,245,751,847,892,568
302,914,33,69,431,848
148,653,809,452,509,822
671,371,499,68,472,440
70,9,60,221,352,882
613,339,350,3,527,120
114,286,812,260,315,691
39,590,274,80,43,175
831,732,618,987,981,866
374,481,878,987,674,240
105,955,759,423,179,653
938,155,967,147,981,25
252,238,707,103,83,195
713,313,246,396,834,637
733,51,120,922,349,890
406,323,269,545,546,565
880,15,20,174,18,167
597,992,479,870,285,186
244,629,601,159,555,723
427,260,828,10,740,265
460,515,389,462,74,375
533,528,114,561,654,671
941,184,693,415,870,864
613,478,997,555,486,396
849,147,17,58,477,604
808,976,562,437,180,841
0,447,106,197,640,598
690,485,442,537,67,347
67,145,55,981,11,448
600,326,648,952,856,301
439,989,363,629,199,797
114,344,8,18,787,656
658,780,890,292,226,290
669,868,135,458,87,287
216,32,492,245,469,517
289,186,943,901,355,660
169,565,890,956,60,408
659,771,923,726,241,998
523,594,38,10,752,414
554,939,604,760,953,31
832,953,553,39,562,967
348,601,186,290,148,65
579,325,723,790,808,73
635,298,158,64,885,960
132,784,800,898,995,905
531,376,469,449,739,576
468,548,271,514,421,589
363,44,774,414,393,106
235,128,525,628,497,760
172,580,544,134,170,640
157,302,822,39,441,472
133,234,32,249,456,875
603,603,552,14,63,24
488,501,329,973,179,964
21,128,192,11,301,862
276,405,439,222,326,41
274,684,691,925,164,681
437,691,576,212,98,638
577,204,592,758,195,185
693,537,179,606,616,278
287,493,451,329,495,556
53,32,264,623,743,556
151,406,182,252,714,587
624,181,883,771,26,769
577,921,873,877,476,104
766,951,761,342,510,408
517,546,410,813,866,875
634,316,852,426,327,669
447,564,100,851,99,879
174,946,886,654,324,408
862,410,564,639,198,362
166,199,18,959,916,532
303,476,296,95,316,945
596,495,355,838,157,993
312,620,817,205,993,410
348,64,545,56,372,510
582,683,230,873,405,851
749,499,373,348,224,847
759,621,987,211,866,269
525,414,968,780,820,666
431,936,187,442,938,701
736,91,572,532,322,800
899,726,984,297,495,722
289,564,283,871,441,918
600,933,57,883,664,467
762,524,633,245,65,243
182,480,257,853,610,45
687,966,438,979,256,182
853,58,22,311,446,438
764,15,888,531,932,120
845,305,782,625,262,805
581,718,849,179,320,511
440,774,877,84,832,894
595,89,174,139,579,185
254,17,633,11,867,926
296,324,751,60,430,36
784,466,7,269,112,246
167,6,887,233,520,472
805,697,130,145,701,348
326,881,799,262,748,489
913,34,476,328,490,111
780,426,568,278,86,937
823,354,515,425,862,474
931,771,253,891,246,982
211,183,657,28,825,234
415,320,389,438,610,112
152,947,595,488,683,630
767,296,268,88,794,770
193,300,812,469,283,982
788,542,412,811,184,524
155,446,57,467,708,58
619,314,581,392,889,896
902,794,634,405,824,851
621,188,410,590,581,118
208,326,892,888,536,44
922,83,734,508,710,414
305,384,947,617,959,661
720,658,66,449,157,890
480,345,622,373,369,819
444,515,79,609,143,880
230,983,890,570,69,347
812,95,970,939,130,917
702,431,493,583,560,630
803,652,627,219,132,750
547,987,201,828,266,706
932,268,890,972,159,366
336,677,159,918,307,639
30,683,925,7,562,712
443,43,176,78,905,769
49,478,19,849,278,254
451,230,712,693,509,606
888,780,127,151,920,237
379,815,956,551,871,547
250,493,382,406,1,733
918,352,844,383,704,553
745,998,588,962,503,745
408,716,159,425,998,914
369,836,226,381,289,265
469,453,70,650,987,124
791,83,647,226,629,466
437,411,289,255,438,945
994,606,804,558,573,255
757,402,975,845,659,61
679,668,158,333,448,256
514,431,790,880,21,532
260,253,762,300,582,948
401,583,759,6,757,419
364,527,696,742,870,910
454,269,128,497,277,395
302,3,633,22,994,671
61,922,897,898,731,350
151,501,163,775,701,322
727,796,778,930,313,710
278,177,248,820,982,727
700,611,401,164,685,164
669,757,169,953,468,771
861,601,664,466,131,723
764,449,135,383,715,562
553,626,134,492,287,985
561,690,586,347,152,984
760,739,628,13,718,980
603,75,736,579,247,23
616,862,575,194,443,261
287,493,451,329,495,556
498,848,750,600,764,471
51,746,450,579,464,309
311,224,920,905,592,530
671,61,59,77,595,415
68,617,365,719,110,270
381,559,28,404,220,917
593,133,876,839,12,578
956,823,491,289,448,881
96,591,732,992,102,509
726,427,989,639,740,12
205,574,183,958,396,358
928,137,845,514,530,39
356,914,146,634,211,446
479,494,508,838,215,208
957,253,566,134,831,469
226,326,939,451,236,445
790,405,84,757,250,399
749,187,135,58,453,202
546,107,212,876,545,84
630,864,464,863,835,161
492,802,839,586,842,492
566,729,679,536,675,34
768,598,722,609,846,802
55,426,326,4,742,933
53,462,588,758,33,52
285,155,27,894,193,632
196,306,798,895,135,414
918,575,279,264,275,670
495,595,41,68,596,128
10,505,801,39,8,136
765,962,977,570,587,825
563,534,793,797,220,214
259,836,892,966,38,785
928,848,105,447,496,757
746,344,563,311,641,784
816,741,487,888,575,657
393,889,501,617,477,786
934,553,860,74,504,122
370,507,447,427,635,463
902,313,832,418,162,119
545,91,814,319,241,317
218,782,790,373,965,775
426,867,102,579,47,790
406,396,34,251,221,38
600,448,928,495,996,371
444,951,638,375,936,29
639,446,980,908,325,91
46,252,206,464,655,432
108,800,909,96,970,291
918,971,432,12,546,375
114,629,52,746,979,148
835,728,800,299,691,757
90,74,92,28,842,660
33,172,55,210,730,291
731,333,697,215,940,302
739,762,409,192,346,204
513,926,882,499,994,256
346,600,334,64,353,460
747,4,282,878,212,274
295,516,761,335,914,809
241,345,991,771,181,816
228,851,625,922,227,130
215,240,460,750,167,895
914,15,34,780,596,805
885,9,655,47,580,291
555,937,815,67,550,496
77,300,275,590,756,590
811,359,762,538,409,151
332,627,216,782,892,130
405,50,994,377,3,898
312,671,380,186,668,556
329,527,235,985,633,606
698,137,480,540,764,230
929,905,694,272,554,129
299,658,746,478,626,710
879,689,124,237,718,814
949,899,141,374,138,51
976,297,389,825,677,110
555,937,815,67,550,496
965,6,40,877,426,635
541,114,574,496,757,876
733,953,689,71,718,811
594,677,148,636,247,547
854,248,161,713,527,594
161,869,845,175,634,307
755,410,340,639,137,272
798,879,364,141,963,873
796,60,371,890,134,335
950,588,607,334,155,154
582,21,495,247,386,912
731,166,68,343,765,799
801,764,806,771,433,761
570,807,232,151,434,325
435,927,385,544,252,9
878,414,355,521,236,771
343,396,692,835,989,496
953,621,489,701,133,345
363,819,470,299,340,512
5,532,784,449,789,226
816,509,322,177,779,503
483,680,848,208,519,290
50,101,260,988,641,27
127,981,330,996,782,954
738,830,963,81,202,32
217,215,561,307,766,661
271,537,651,748,255,241
338,815,120,364,884,249
832,653,708,804,659,689
6,990,203,728,972,736
650,479,498,249,833,518
154,326,582,913,326,987
842,668,308,326,918,51
433,661,45,523,939,791
45,777,507,24,370,473
488,379,888,800,954,195
650,269,776,261,965,880
434,210,977,591,754,654
553,476,405,847,141,660
397,585,365,491,373,933
675,195,147,919,122,296
121,239,731,540,594,258
212,659,47,530,77,362
93,429,46,746,83,135
762,347,119,276,242,59
685,80,641,538,610,896
424,220,662,426,30,202
303,213,647,804,62,185
357,210,763,509,476,797
760,128,977,32,153,996
364,527,696,742,870,910
797,936,508,309,790,767
747,441,916,319,812,433
203,533,717,317,721,36
383,47,840,476,784,689
395,150,760,612,556,502
925,145,696,544,926,4
812,386,605,680,110,872
227,200,94,765,393,630
122,427,940,939,460,916
137,117,725,932,477,729
560,183,496,314,567,446
671,198,81,689,554,617
70,857,287,550,632,84
443,726,935,987,374,817
597,319,694,871,330,480
849,204,127,882,525,630
238,803,310,919,187,949
324,930,320,192,365,56
313,622,371,940,367,607
355,158,731,664,560,620
900,166,79,836,311,953
22,65,554,813,563,885
186,155,140,948,135,234
138,707,957,214,985,487
262,390,807,298,424,979
398,286,517,871,643,958
765,962,977,570,587,825
931,746,250,41,914,730
919,374,720,593,878,175
730,182,697,497,772,679
48,614,7,938,658,27
790,348,733,33,644,430
774,599,265,100,849,737
649,363,987,754,583,247
99,155,480,835,609,687
244,91,730,672,696,744
736,871,593,818,436,122
313,755,26,205,216,819
183,617,717,76,903,972
468,548,271,514,421,589
945,223,445,435,185,709
358,545,54,87,54,730
352,672,444,706,884,900
632,218,374,221,233,143
174,356,445,158,890,720
412,329,574,919,540,355
94,634,709,978,555,880
984,549,479,799,486,784
275,238,419,848,736,594
479,8,254,32,430,385
51,977,237,274,952,428
656,369,112,583,644,990
382,735,478,448,413,418
676,808,230,495,586,137
927,983,306,365,33,384
7,325,899,310,563,648
558,374,880,68,606,476
261,508,870,248,538,74
74,297,613,753,899,420
854,810,608,979,881,941
193,644,935,753,669,775
377,631,482,206,323,197
585,944,694,649,737,478
395,780,840,12,291,532
723,424,899,296,694,563
86,587,971,944,351,360
630,31,454,553,781,486
979,397,432,62,282,231
594,677,148,636,247,547
191,476,267,645,3,669
8,849,703,78,355,443
743,223,434,581,2,85
144,328,511,2,821,700
775,970,101,829,764,126
215,240,460,750,167,895
855,528,134,491,817,279
267,772,71,972,76,578
657,549,979,374,362,625
923,143,92,54,666,384
736,528,49,331,901,16
286,780,26,965,140,259
801,640,148,407,869,552
726,427,989,639,740,12
804,415,614,701,807,576
309,58,995,466,23,688
451,230,712,693,509,606
506,758,793,377,25,790
374,924,847,497,678,948
54,412,851,63,853,369
738,551,877,442,117,342
908,258,160,605,875,368
635,844,305,961,45,50
472,768,717,284,390,406
83,27,463,114,958,519
271,384,589,243,539,979
127,634,278,862,677,263
108,922,462,56,582,855
977,956,190,657,290,377
928,33,1,223,423,493
714,917,924,961,578,488
790,861,727,451,709,863
660,525,222,357,446,463
193,865,813,398,769,797
187,518,355,162,537,161
874,148,341,734,696,279
56,636,2,523,127,142
308,976,649,807,75,614
667,794,463,285,524,313
300,414,993,977,701,94
251,250,950,527,388,99
707,890,946,72,533,58
408,146,196,926,209,967
779,971,435,80,686,374
121,302,993,477,382,79
26,554,250,176,877,904
439,871,287,510,355,570
68,772,774,908,976,322
432,5,190,695,379,371
338,10,650,456,536,813
733,720,10,103,254,802
373,125,245,204,514,587
460,688,737,828,406,565
58,452,563,654,129,614
7,359,182,916,354,410
742,112,567,712,757,894
466,568,828,354,329,472
944,699,767,27,479,713
420,32,148,70,560,164
113,861,635,724,614,762
820,104,315,784,652,467
499,618,310,253,931,3
891,391,906,580,898,171
18,500,840,200,542,934
466,568,828,354,329,472
875,922,492,476,219,620
634,316,852,426,327,669
545,648,178,234,23,324
575,414,550,68,914,6
502,832,398,559,413,701
882,371,609,118,710,675
30,683,925,7,562,712
21,520,186,915,415,501
678,614,876,970,105,250
421,446,587,734,996,155
21,520,186,915,415,501
303,768,557,505,476,236
56,593,684,699,670,271
496,96,160,83,108,146
950,180,36,518,316,857
694,268,787,370,346,929
751,623,402,260,208,857
239,36,455,551,236,709
127,981,330,996,782,954
913,683,507,848,376,488
401,23,886,990,562,612
554,857,201,959,538,896
541,266,777,12,784,482
177,23,638,58,258,730
914,611,654,436,496,614
743,486,472,132,364,69
657,552,251,147,766,827
97,151,579,21,904,980
670,254,967,807,762,544
568,504,575,357,803,841
597,420,530,273,704,615
713,312,591,385,689,940
449,301,922,606,606,893
864,54,517,586,452,641
154,237,630,182,733,206
34,887,610,689,486,492
776,462,958,692,662,502
252,457,556,788,515,627
437,185,538,684,669,44
79,114,572,738,908,638
457,636,77,247,510,341
922,761,723,935,471,636
504,596,828,288,573,839
177,459,382,757,90,542
935,126,449,918,327,879
522,363,946,524,631,710
143,645,830,297,377,94
708,762,903,18,364,730
135,377,388,183,337,659
261,394,950,970,748,67
229,800,589,492,777,400
711,329,483,469,434,646
736,855,132,670,364,9
206,432,800,841,480,261
343,235,400,662,2,645
99,572,983,275,311,534
176,308,87,83,520,296
190,523,823,790,98,178
153,646,862,720,722,493
458,593,687,739,167,591
248,908,50,807,393,573
286,404,148,163,111,693
227,797,352,309,889,834
751,601,221,784,977,363
166,886,379,121,740,847
974,943,162,467,5,330
823,216,337,35,644,85
382,403,363,469,639,497
716,590,886,127,188,721
466,488,129,412,230,787
428,891,729,144,106,405
0,409,650,973,922,0
117,326,954,779,898,405
588,41,78,810,715,783
54,468,62,297,909,228
566,786,428,451,618,696
249,593,988,84,590,684
306,953,713,143,780,774
650,504,795,188,321,40
18,726,736,195,981,233
595,715,557,460,20,125
570,80,736,873,202,758
540,581,50,247,247,892
844,40,159,775,188,658
467,234,916,481,247,846
207,270,925,775,39,463
455,657,115,356,89,85
119,502,870,791,729,243
160,248,298,851,368,592
243,46,309,498,877,393
762,347,119,276,242,59
993,842,746,65,278,358
386,324,805,783,947,576
299,713,676,451,343,417
138,707,957,214,985,487
437,359,58,79,316,989
975,339,87,693,803,243
51,939,262,71,814,762
406,78,284,990,69,294
672,132,150,768,306,960
820,88,80,447,40,124
419,123,594,462,514,951
252,472,5,972,38,697
568,848,461,173,790,949
680,357,860,774,145,79
810,132,231,766,266,429
231,720,381,233,146,734
188,118,163,81,388,538
840,711,653,469,805,103
278,177,248,820,982,727
708,182,535,753,481,246
353,773,352,786,20,946
171,904,330,69,779,486
401,623,232,240,112,714
273,872,712,206,2,153
218,204,585,9,980,913
455,133,669,953,230,343
272,923,81,893,602,824
613,542,23,911,94,847
537,659,168,317,977,803
774,720,248,794,114,420
766,645,197,603,764,210
948,913,923,956,700,981
33,216,781,450,805,86
972,391,595,800,497,827
98,387,428,559,220,47
776,96,524,751,936,230
551,262,70,727,823,219
902,572,686,756,450,781
362,847,990,71,475,130
800,613,420,430,905,516
943,572,872,810,750,165
730,428,811,525,375,388
491,461,644,681,916,484
